====================================
RESTAURANT VINTAGE - FACEBOOK АНАЛИЗ
====================================
Платформа:;Facebook
Период:;31 Октомври 2025 - 31 Декември 2025
Брой дни:;62
Генериран на:;05 Януари 2026

====================================
ОБОБЩЕНИЕ НА КЛЮЧОВИ МЕТРИКИ
====================================
Метрика;Стойност;Среднодневно;Най-добър ден;Най-добра стойност
Общо прегледи;761454;12281;14 Декември 2025;100338
Уникални зрители;407158;6567;14 Декември 2025;53233
Нови последователи;383;6.2;14 Декември 2025;68
Взаимодействия със съдържание;6492;105;14 Декември 2025;616
Кликове върху линкове;1133;18;27 Декември 2025;130
Посещения на страницата;12810;207;14 Декември 2025;415

====================================
ПРЕДСТАВЯНЕ ПО ТИП СЪДЪРЖАНИЕ - ПРЕГЛЕДИ
====================================
Тип съдържание;Прегледи;Процент от общо
Reels (Кратки видеа);572681;75.2%
Multi-photo (Галерии);86208;11.3%
Links (Линкове);79536;10.4%
Photos (Снимки);22287;2.9%
Others (Друго);413;0.1%
Text (Текст);329;0.04%

====================================
ПРЕДСТАВЯНЕ ПО ТИП СЪДЪРЖАНИЕ - ВЗАИМОДЕЙСТВИЯ
====================================
Тип съдържание;Взаимодействия;Процент от общо
Reels (Кратки видеа);3687;56.8%
Multi-photo (Галерии);2013;31.0%
Photos (Снимки);569;8.8%
Links (Линкове);144;2.2%
Stories (Истории);50;0.8%
Others (Друго);29;0.4%

====================================
ПУБЛИКУВАНО СЪДЪРЖАНИЕ
====================================
Тип съдържание;Брой публикации
Reels (Кратки видеа);46
Photos (Снимки);30
Stories (Истории);13
Links (Линкове);2
Text (Текст);1
ОБЩО;92

====================================
ДЕМОГРАФИЯ - ПОЛ И ВЪЗРАСТ
====================================
Възрастова група;Жени (%);Мъже (%)
18-24;3.4%;1.6%
25-34;17.6%;8.1%
35-44;20.6%;9.8%
45-54;15.0%;6.5%
55-64;8.9%;2.6%
65+;4.1%;1.8%
ОБЩО;69.6%;30.4%

====================================
ГЕОГРАФСКО РАЗПРЕДЕЛЕНИЕ - ГРАДОВЕ
====================================
Ранг;Град;Процент от аудитория
1;Плевен, България;74.3%
2;София, България;4.1%
3;Пловдив, България;1.0%
4;Варна, България;1.0%
5;Долни Дъбник, България;0.8%
6;Долна Митрополия, България;0.7%
7;Гулянци, България;0.5%
8;Пордим, България;0.5%
9;Обнова, България;0.4%

====================================
ГЕОГРАФСКО РАЗПРЕДЕЛЕНИЕ - ДЪРЖАВИ
====================================
Ранг;Държава;Процент от аудитория
1;България;98.4%
2;Германия;0.9%
3;Великобритания;0.9%
4;Испания;0.6%
5;Белгия;0.3%
6;Италия;0.3%
7;Австрия;0.2%
8;Чехия;0.2%
9;Гърция;0.2%
10;Румъния;0.1%

====================================
ТОП ПРЕПРАЩАЩИ СТРАНИЦИ
====================================
Ранг;Име на страница;Резултат
1;Novini.bg;22.78
2;Petel.bg;22.08
3;За Жената;20.15
4;Woman.bg;19.14
5;Катински "Чаресва Ми";18.93
6;Виж ти;17.71
7;VMzona;17.22
8;Смях до скъсване;16.82
9;mobile.bg;16.38
10;Господари;15.35

====================================
ДНЕВНИ ДАННИ - ПРЕГЛЕДИ
====================================
Дата;Прегледи
2025-10-31;5213
2025-11-01;4216
2025-11-02;4594
2025-11-03;2699
2025-11-04;4916
2025-11-05;11767
2025-11-06;2002
2025-11-07;5660
2025-11-08;5324
2025-11-09;3197
2025-11-10;2869
2025-11-11;7937
2025-11-12;2661
2025-11-13;2728
2025-11-14;2213
2025-11-15;2906
2025-11-16;2988
2025-11-17;11362
2025-11-18;7353
2025-11-19;5405
2025-11-20;3621
2025-11-21;9444
2025-11-22;7439
2025-11-23;3801
2025-11-24;6561
2025-11-25;4407
2025-11-26;3270
2025-11-27;4683
2025-11-28;4471
2025-11-29;7098
2025-11-30;5564
2025-12-01;6903
2025-12-02;6677
2025-12-03;5179
2025-12-04;6138
2025-12-05;3846
2025-12-06;1773
2025-12-07;1156
2025-12-08;4669
2025-12-09;10646
2025-12-10;8629
2025-12-11;15311
2025-12-12;11668
2025-12-13;95903
2025-12-14;100338
2025-12-15;30011
2025-12-16;21316
2025-12-17;18298
2025-12-18;18114
2025-12-19;12854
2025-12-20;16659
2025-12-21;7178
2025-12-22;8851
2025-12-23;6062
2025-12-24;12756
2025-12-25;17166
2025-12-26;23943
2025-12-27;33208
2025-12-28;31178
2025-12-29;29419
2025-12-30;25289
2025-12-31;11947

====================================
ДНЕВНИ ДАННИ - УНИКАЛНИ ЗРИТЕЛИ
====================================
Дата;Уникални зрители
2025-10-31;1148
2025-11-01;762
2025-11-02;286
2025-11-03;277
2025-11-04;1068
2025-11-05;1011
2025-11-06;1010
2025-11-07;3776
2025-11-08;3094
2025-11-09;1959
2025-11-10;1364
2025-11-11;5654
2025-11-12;1162
2025-11-13;1212
2025-11-14;1071
2025-11-15;1256
2025-11-16;1737
2025-11-17;7204
2025-11-18;3850
2025-11-19;2583
2025-11-20;1765
2025-11-21;6207
2025-11-22;4487
2025-11-23;2081
2025-11-24;3800
2025-11-25;2698
2025-11-26;1857
2025-11-27;2955
2025-11-28;1916
2025-11-29;4394
2025-11-30;4177
2025-12-01;3934
2025-12-02;3861
2025-12-03;2917
2025-12-04;3421
2025-12-05;2019
2025-12-06;956
2025-12-07;423
2025-12-08;2862
2025-12-09;6824
2025-12-10;5569
2025-12-11;9053
2025-12-12;7849
2025-12-13;49184
2025-12-14;53233
2025-12-15;17556
2025-12-16;10811
2025-12-17;9471
2025-12-18;10290
2025-12-19;8232
2025-12-20;10339
2025-12-21;3813
2025-12-22;4707
2025-12-23;3253
2025-12-24;9037
2025-12-25;12601
2025-12-26;18050
2025-12-27;21967
2025-12-28;19793
2025-12-29;17902
2025-12-30;14122
2025-12-31;7449

====================================
ДНЕВНИ ДАННИ - НОВИ ПОСЛЕДОВАТЕЛИ
====================================
Дата;Нови последователи
2025-10-31;4
2025-11-01;2
2025-11-02;3
2025-11-03;0
2025-11-04;1
2025-11-05;9
2025-11-06;0
2025-11-07;5
2025-11-08;1
2025-11-09;0
2025-11-10;2
2025-11-11;4
2025-11-12;1
2025-11-13;1
2025-11-14;2
2025-11-15;0
2025-11-16;2
2025-11-17;6
2025-11-18;3
2025-11-19;2
2025-11-20;1
2025-11-21;4
2025-11-22;3
2025-11-23;3
2025-11-24;4
2025-11-25;2
2025-11-26;1
2025-11-27;2
2025-11-28;0
2025-11-29;2
2025-11-30;1
2025-12-01;2
2025-12-02;0
2025-12-03;1
2025-12-04;3
2025-12-05;1
2025-12-06;0
2025-12-07;1
2025-12-08;1
2025-12-09;11
2025-12-10;5
2025-12-11;4
2025-12-12;6
2025-12-13;58
2025-12-14;68
2025-12-15;17
2025-12-16;10
2025-12-17;6
2025-12-18;11
2025-12-19;3
2025-12-20;8
2025-12-21;5
2025-12-22;4
2025-12-23;4
2025-12-24;0
2025-12-25;3
2025-12-26;9
2025-12-27;18
2025-12-28;29
2025-12-29;20
2025-12-30;17
2025-12-31;5

====================================
ДНЕВНИ ДАННИ - ВЗАИМОДЕЙСТВИЯ
====================================
Дата;Взаимодействия
2025-10-31;185
2025-11-01;87
2025-11-02;44
2025-11-03;20
2025-11-04;102
2025-11-05;98
2025-11-06;138
2025-11-07;45
2025-11-08;94
2025-11-09;93
2025-11-10;55
2025-11-11;40
2025-11-12;64
2025-11-13;112
2025-11-14;11
2025-11-15;62
2025-11-16;80
2025-11-17;117
2025-11-18;89
2025-11-19;26
2025-11-20;125
2025-11-21;53
2025-11-22;106
2025-11-23;28
2025-11-24;129
2025-11-25;75
2025-11-26;19
2025-11-27;78
2025-11-28;70
2025-11-29;68
2025-11-30;12
2025-12-01;102
2025-12-02;82
2025-12-03;66
2025-12-04;127
2025-12-05;67
2025-12-06;3
2025-12-07;55
2025-12-08;110
2025-12-09;103
2025-12-10;36
2025-12-11;124
2025-12-12;88
2025-12-13;607
2025-12-14;616
2025-12-15;198
2025-12-16;141
2025-12-17;149
2025-12-18;134
2025-12-19;115
2025-12-20;72
2025-12-21;41
2025-12-22;121
2025-12-23;83
2025-12-24;39
2025-12-25;38
2025-12-26;121
2025-12-27;164
2025-12-28;178
2025-12-29;153
2025-12-30;131
2025-12-31;103

====================================
ДНЕВНИ ДАННИ - КЛИКОВЕ ВЪРХУ ЛИНКОВЕ
====================================
Дата;Кликове върху линкове
2025-10-31;3
2025-11-01;1
2025-11-02;9
2025-11-03;0
2025-11-04;1
2025-11-05;5
2025-11-06;2
2025-11-07;1
2025-11-08;1
2025-11-09;0
2025-11-10;0
2025-11-11;0
2025-11-12;0
2025-11-13;1
2025-11-14;0
2025-11-15;0
2025-11-16;0
2025-11-17;0
2025-11-18;0
2025-11-19;1
2025-11-20;0
2025-11-21;0
2025-11-22;3
2025-11-23;1
2025-11-24;1
2025-11-25;2
2025-11-26;21
2025-11-27;2
2025-11-28;0
2025-11-29;1
2025-11-30;1
2025-12-01;16
2025-12-02;9
2025-12-03;19
2025-12-04;39
2025-12-05;27
2025-12-06;15
2025-12-07;0
2025-12-08;1
2025-12-09;0
2025-12-10;1
2025-12-11;34
2025-12-12;29
2025-12-13;25
2025-12-14;22
2025-12-15;8
2025-12-16;19
2025-12-17;23
2025-12-18;18
2025-12-19;15
2025-12-20;29
2025-12-21;14
2025-12-22;9
2025-12-23;22
2025-12-24;53
2025-12-25;78
2025-12-26;97
2025-12-27;130
2025-12-28;102
2025-12-29;68
2025-12-30;0
2025-12-31;1

====================================
ДНЕВНИ ДАННИ - ПОСЕЩЕНИЯ НА СТРАНИЦАТА
====================================
Дата;Посещения
2025-10-31;247
2025-11-01;119
2025-11-02;186
2025-11-03;118
2025-11-04;145
2025-11-05;223
2025-11-06;168
2025-11-07;243
2025-11-08;184
2025-11-09;84
2025-11-10;191
2025-11-11;162
2025-11-12;200
2025-11-13;244
2025-11-14;130
2025-11-15;128
2025-11-16;77
2025-11-17;334
2025-11-18;406
2025-11-19;345
2025-11-20;151
2025-11-21;195
2025-11-22;197
2025-11-23;163
2025-11-24;213
2025-11-25;133
2025-11-26;128
2025-11-27;162
2025-11-28;198
2025-11-29;184
2025-11-30;177
2025-12-01;269
2025-12-02;310
2025-12-03;186
2025-12-04;207
2025-12-05;141
2025-12-06;65
2025-12-07;70
2025-12-08;134
2025-12-09;160
2025-12-10;153
2025-12-11;298
2025-12-12;290
2025-12-13;397
2025-12-14;415
2025-12-15;256
2025-12-16;334
2025-12-17;257
2025-12-18;378
2025-12-19;255
2025-12-20;268
2025-12-21;204
2025-12-22;199
2025-12-23;269
2025-12-24;129
2025-12-25;145
2025-12-26;153
2025-12-27;268
2025-12-28;187
2025-12-29;306
2025-12-30;213
2025-12-31;120

====================================
КОМБИНИРАНИ ДНЕВНИ ДАННИ
====================================
Дата;Прегледи;Уникални зрители;Нови последователи;Взаимодействия;Кликове върху линкове;Посещения
2025-10-31;5213;1148;4;185;3;247
2025-11-01;4216;762;2;87;1;119
2025-11-02;4594;286;3;44;9;186
2025-11-03;2699;277;0;20;0;118
2025-11-04;4916;1068;1;102;1;145
2025-11-05;11767;1011;9;98;5;223
2025-11-06;2002;1010;0;138;2;168
2025-11-07;5660;3776;5;45;1;243
2025-11-08;5324;3094;1;94;1;184
2025-11-09;3197;1959;0;93;0;84
2025-11-10;2869;1364;2;55;0;191
2025-11-11;7937;5654;4;40;0;162
2025-11-12;2661;1162;1;64;0;200
2025-11-13;2728;1212;1;112;1;244
2025-11-14;2213;1071;2;11;0;130
2025-11-15;2906;1256;0;62;0;128
2025-11-16;2988;1737;2;80;0;77
2025-11-17;11362;7204;6;117;0;334
2025-11-18;7353;3850;3;89;0;406
2025-11-19;5405;2583;2;26;1;345
2025-11-20;3621;1765;1;125;0;151
2025-11-21;9444;6207;4;53;0;195
2025-11-22;7439;4487;3;106;3;197
2025-11-23;3801;2081;3;28;1;163
2025-11-24;6561;3800;4;129;1;213
2025-11-25;4407;2698;2;75;2;133
2025-11-26;3270;1857;1;19;21;128
2025-11-27;4683;2955;2;78;2;162
2025-11-28;4471;1916;0;70;0;198
2025-11-29;7098;4394;2;68;1;184
2025-11-30;5564;4177;1;12;1;177
2025-12-01;6903;3934;2;102;16;269
2025-12-02;6677;3861;0;82;9;310
2025-12-03;5179;2917;1;66;19;186
2025-12-04;6138;3421;3;127;39;207
